"hit number","corpus","tokens","lemmas","text_title","text_date","text_time","text_sect","text_sub","text_user","sentence_id","text_urlmsg","text_urlboard","licence","date","total hits","Korp URL","params"
"478","S24","Lisäksi olen pyrkinyt tekemään jotain sellaista , joka saa syömisen unohtumaan , ettei tarvitse sillä itseään viihdytellä .","lisäksi olla pyrkiä tehdä jokin sellainen , joka saada syöminen unohtua , ettäei tarvita se itse viihdytellä .","mistä kärsivällisyyttä?","19.12.2012","20:47","Terveys","Anoreksia","ex-thin","6668811","http://keskustelu.suomi24.fi/t/11130987#comment-58948626","http://keskustelu.suomi24.fi/t/11130987","CC BY-NC (CLARIN PUB)","2019-03-02 16:02:30","8851905","https://korp.csc.fi/#?stats_reduce=word&cqp=%5B_.text_sect%20%3D%20%22%22%5D&corpus=s24&search_tab=2&sort=random&random_seed=5344467&hpp=1000&search=cqp%7C%5B_.text_sect%20%3D%20%22Terveys%22%5D","corpus=S24; cqp=[_.text_sect = ""Terveys""]; defaultcontext=1 sentence; defaultwithin=sentence; sort=random; start=0; end=999"
"479","S24","Tämä käy hermoille ja saa hänet oudoksumaan muita , mitä ympäristö todisteena Liisan ongelmallisuudesta .","tämä käydä hermo ja saada hän oudoksua muu , mikä ympäristö todiste Liisa ongelmallisuus .","Narsistin hovi","28.7.2013","12:28","Terveys","Narsismi","muna ennen kanaa","8668211","http://keskustelu.suomi24.fi/t/11606412#comment-62702951","http://keskustelu.suomi24.fi/t/11606412","CC BY-NC (CLARIN PUB)","2019-03-02 16:02:30","8851905","https://korp.csc.fi/#?stats_reduce=word&cqp=%5B_.text_sect%20%3D%20%22%22%5D&corpus=s24&search_tab=2&sort=random&random_seed=5344467&hpp=1000&search=cqp%7C%5B_.text_sect%20%3D%20%22Terveys%22%5D","corpus=S24; cqp=[_.text_sect = ""Terveys""]; defaultcontext=1 sentence; defaultwithin=sentence; sort=random; start=0; end=999"
"480","S24","Ahdistus , joka on kuin jatkuvaa kauhun vallassa elämistä , ja suru peittävät kaiken alleen .","ahdistus , joka olla kuin jatkua kauhu valta elää , ja suru peittää kaikki alle .","Masennuksessa kyse epäkypsyydestä?","21.11.2014","16:46","Terveys","Masennus","Myöhäisepäkypsä","2802134","http://keskustelu.suomi24.fi/t/12935034#comment-73874640","http://keskustelu.suomi24.fi/t/12935034","CC BY-NC (CLARIN PUB)","2019-03-02 16:02:30","8851905","https://korp.csc.fi/#?stats_reduce=word&cqp=%5B_.text_sect%20%3D%20%22%22%5D&corpus=s24&search_tab=2&sort=random&random_seed=5344467&hpp=1000&search=cqp%7C%5B_.text_sect%20%3D%20%22Terveys%22%5D","corpus=S24; cqp=[_.text_sect = ""Terveys""]; defaultcontext=1 sentence; defaultwithin=sentence; sort=random; start=0; end=999"
"481","S24","Noh olen tietty ylipihi ruuassa ja päihteissä jotta saan tehtyä turhia hankintoja .","noh olla tietty ylipihi ruoka ja päihde jotta saada tehdä turha hankinta .","Nyt selvisi oikea syy yksinäisyyteni","1.4.2014","18:50","Terveys","Yksinäisyys","mietitään","7150078","http://keskustelu.suomi24.fi/t/12153739#comment-67041193","http://keskustelu.suomi24.fi/t/12153739","CC BY-NC (CLARIN PUB)","2019-03-02 16:02:30","8851905","https://korp.csc.fi/#?stats_reduce=word&cqp=%5B_.text_sect%20%3D%20%22%22%5D&corpus=s24&search_tab=2&sort=random&random_seed=5344467&hpp=1000&search=cqp%7C%5B_.text_sect%20%3D%20%22Terveys%22%5D","corpus=S24; cqp=[_.text_sect = ""Terveys""]; defaultcontext=1 sentence; defaultwithin=sentence; sort=random; start=0; end=999"
"482","S24","Vaikka kyseessä on pieni operaatio , tarvitaan osaamista mm. hermojen käsittelyssä , verkon kireyden ja paikan arvioinnissa yms. Yleinen käsitys lienee että tähystysleikkaus on tekniikaltaan kuten avoleikkaus , mutta instrumentit vain viedään kehoon pienemmistä haavoista .","vaikka kyse olla pieni operaatio , tarvita osaaminen mm hermo käsittely , verkko kireys ja paikka arviointi yms. yleinen käsitys olla että tähystysleikkaus olla tekniikka kuten avoleikkaus , mutta instrumentti vain viedä keho pieni haapa .","Leikattu nivusTYRÄ","8.12.2009","12:37","Terveys","Leikkaus","Sakke35","673758","http://keskustelu.suomi24.fi/t/1675292#comment-41392514","http://keskustelu.suomi24.fi/t/1675292","CC BY-NC (CLARIN PUB)","2019-03-02 16:02:30","8851905","https://korp.csc.fi/#?stats_reduce=word&cqp=%5B_.text_sect%20%3D%20%22%22%5D&corpus=s24&search_tab=2&sort=random&random_seed=5344467&hpp=1000&search=cqp%7C%5B_.text_sect%20%3D%20%22Terveys%22%5D","corpus=S24; cqp=[_.text_sect = ""Terveys""]; defaultcontext=1 sentence; defaultwithin=sentence; sort=random; start=0; end=999"
"483","S24","Ymmärrän , että moni varmaan kamppailee itsensä kanssa , että "" lääkkeitä menee liikaa , mutta miten vieroittaudun ja miten se menee käytännössä "" .","ymmärtää , että moni varmaan kamppailla itse kanssa , että "" lääke mennä liikaa , mutta miten vieroittautua ja miten se mennä käytäntö "" .","Diapamvieroitus?","2.11.2014","09:07","Terveys","Lääkkeet","Gunilla","391900","http://keskustelu.suomi24.fi/t/3833997#comment-72817830","http://keskustelu.suomi24.fi/t/3833997","CC BY-NC (CLARIN PUB)","2019-03-02 16:02:30","8851905","https://korp.csc.fi/#?stats_reduce=word&cqp=%5B_.text_sect%20%3D%20%22%22%5D&corpus=s24&search_tab=2&sort=random&random_seed=5344467&hpp=1000&search=cqp%7C%5B_.text_sect%20%3D%20%22Terveys%22%5D","corpus=S24; cqp=[_.text_sect = ""Terveys""]; defaultcontext=1 sentence; defaultwithin=sentence; sort=random; start=0; end=999"
"484","S24","Aloittajalla on varmaan lihakset kasvaneet .","aloittaja olla varmaan lihas kasvaa .","kertokaa neuvoja","13.7.2014","20:46","Terveys","Lihavuus","fruktoosi.","2842289","http://keskustelu.suomi24.fi/t/12290795#comment-68818801","http://keskustelu.suomi24.fi/t/12290795","CC BY-NC (CLARIN PUB)","2019-03-02 16:02:30","8851905","https://korp.csc.fi/#?stats_reduce=word&cqp=%5B_.text_sect%20%3D%20%22%22%5D&corpus=s24&search_tab=2&sort=random&random_seed=5344467&hpp=1000&search=cqp%7C%5B_.text_sect%20%3D%20%22Terveys%22%5D","corpus=S24; cqp=[_.text_sect = ""Terveys""]; defaultcontext=1 sentence; defaultwithin=sentence; sort=random; start=0; end=999"
"485","S24","Lääkärikäynti oli viime kuun lopulla , lääkäri suositteli käytettäväksi 5mg mutta kun kerran kokeilin ottaa sen määrän , meni seuraava päivä taas ihan kummallisessa zombiehuurussa ..","lääkärikäynti olla viime kuu loppu , lääkäri suositella käyttää 5mg mutta kun kerran kokeilla ottaa se määrä , mennä seuraava päivä taas ihan kummallinen zombiehuuru ..","ZYPREXA","8.12.2012","15:19","Terveys","Lääkkeet","uliuliii","3600596","http://keskustelu.suomi24.fi/t/4860642#comment-58750543","http://keskustelu.suomi24.fi/t/4860642","CC BY-NC (CLARIN PUB)","2019-03-02 16:02:30","8851905","https://korp.csc.fi/#?stats_reduce=word&cqp=%5B_.text_sect%20%3D%20%22%22%5D&corpus=s24&search_tab=2&sort=random&random_seed=5344467&hpp=1000&search=cqp%7C%5B_.text_sect%20%3D%20%22Terveys%22%5D","corpus=S24; cqp=[_.text_sect = ""Terveys""]; defaultcontext=1 sentence; defaultwithin=sentence; sort=random; start=0; end=999"
"486","S24","Aloitin uudessa työpaikassa , jossa pitää olla tauolla ison porukan kanssa pienessä tilassa , joten oli pakko kehitellä selviytymiskeinoja , jotta kestää perjantaille asti .","aloittaa uusi työpaikka , joka pitää olla tauko iso porukka kanssa pieni tila , joten olla pakko kehitellä selviytyäkeino , jotta kestää perjantai asti .","hätäkeinoja jännityksen lieventämiseen","19.11.2014","19:43","Terveys","Pelot ja jännitys","jännittäjä","1263992","http://keskustelu.suomi24.fi/t/12959685#comment-73771182","http://keskustelu.suomi24.fi/t/12959685","CC BY-NC (CLARIN PUB)","2019-03-02 16:02:30","8851905","https://korp.csc.fi/#?stats_reduce=word&cqp=%5B_.text_sect%20%3D%20%22%22%5D&corpus=s24&search_tab=2&sort=random&random_seed=5344467&hpp=1000&search=cqp%7C%5B_.text_sect%20%3D%20%22Terveys%22%5D","corpus=S24; cqp=[_.text_sect = ""Terveys""]; defaultcontext=1 sentence; defaultwithin=sentence; sort=random; start=0; end=999"
"487","S24","en tosin takaa että toimii .","ei tosin takaa että toimia .","Miten eroon mässyistä?","28.6.2007","19:48","Terveys","Huumeet","syö liikaa","6905471","http://keskustelu.suomi24.fi/t/4546609#comment-24162321","http://keskustelu.suomi24.fi/t/4546609","CC BY-NC (CLARIN PUB)","2019-03-02 16:02:30","8851905","https://korp.csc.fi/#?stats_reduce=word&cqp=%5B_.text_sect%20%3D%20%22%22%5D&corpus=s24&search_tab=2&sort=random&random_seed=5344467&hpp=1000&search=cqp%7C%5B_.text_sect%20%3D%20%22Terveys%22%5D","corpus=S24; cqp=[_.text_sect = ""Terveys""]; defaultcontext=1 sentence; defaultwithin=sentence; sort=random; start=0; end=999"
"488","S24","Katos , piti uteliaisuuttani lukea muutamia sun viestejä ...","katos , pitää uteliaisuus lukea muutama sä viesti ...","Kesäkuntoon ehtii vielä..","6.4.2011","19:17","Terveys","Yleistä laihdutuksesta","tyttö tollanen","1173331","http://keskustelu.suomi24.fi/t/9774666#comment-48870679","http://keskustelu.suomi24.fi/t/9774666","CC BY-NC (CLARIN PUB)","2019-03-02 16:02:30","8851905","https://korp.csc.fi/#?stats_reduce=word&cqp=%5B_.text_sect%20%3D%20%22%22%5D&corpus=s24&search_tab=2&sort=random&random_seed=5344467&hpp=1000&search=cqp%7C%5B_.text_sect%20%3D%20%22Terveys%22%5D","corpus=S24; cqp=[_.text_sect = ""Terveys""]; defaultcontext=1 sentence; defaultwithin=sentence; sort=random; start=0; end=999"
"489","S24","En viitsi ihan kaikkea kertoa , mihin minut saatiin suostumaan heikkona ollessani .","ei viitsiä ihan kaikki kertoa , mikä minä saada suostua heikko olla .","Huonot kokemukset mielisairaalasta","7.11.2014","18:09","Terveys","Yleistä mielenterveydestä","Diagnoosina masennus","8467919","http://keskustelu.suomi24.fi/t/12883065#comment-73102518","http://keskustelu.suomi24.fi/t/12883065","CC BY-NC (CLARIN PUB)","2019-03-02 16:02:30","8851905","https://korp.csc.fi/#?stats_reduce=word&cqp=%5B_.text_sect%20%3D%20%22%22%5D&corpus=s24&search_tab=2&sort=random&random_seed=5344467&hpp=1000&search=cqp%7C%5B_.text_sect%20%3D%20%22Terveys%22%5D","corpus=S24; cqp=[_.text_sect = ""Terveys""]; defaultcontext=1 sentence; defaultwithin=sentence; sort=random; start=0; end=999"
"490","S24","Tuo ei siltikään tarkota sitä , että kaikilla olisi näin hyvä tuuri , jokaisessa julkisen sektorin sairaalassa on aina näitä vasta alalle erikoistumassa olevia sairaalalääkäreitä , jotka tekee näitä "" helppoja operointeja "" ensimmäisiksi operaatioikseen .","tuo ei silti tarkota se , että kaikki olla näin hyvä tuuri , jokainen julkinen sektori sairaala olla aina tämä vasta ala erikoistua olla sairaalalääkäri , joka tehdä tämä "" helppo operointi "" ensimmäinen operaatio .","Ympärileikkatut vastatkaa","14.8.2014","10:33","Terveys","Leikkaus","Onnekas olet","5906472","http://keskustelu.suomi24.fi/t/12396331#comment-69337039","http://keskustelu.suomi24.fi/t/12396331","CC BY-NC (CLARIN PUB)","2019-03-02 16:02:30","8851905","https://korp.csc.fi/#?stats_reduce=word&cqp=%5B_.text_sect%20%3D%20%22%22%5D&corpus=s24&search_tab=2&sort=random&random_seed=5344467&hpp=1000&search=cqp%7C%5B_.text_sect%20%3D%20%22Terveys%22%5D","corpus=S24; cqp=[_.text_sect = ""Terveys""]; defaultcontext=1 sentence; defaultwithin=sentence; sort=random; start=0; end=999"
"491","S24","Mutta mistä ne saa mallin siihen !?","mutta mikä se saada malli se !?","Ahdistaa, kun en ole mistään varma","9.6.2014","19:58","Terveys","Ahdistus","SamassaJunassa","1031959","http://keskustelu.suomi24.fi/t/12230996#comment-68244024","http://keskustelu.suomi24.fi/t/12230996","CC BY-NC (CLARIN PUB)","2019-03-02 16:02:30","8851905","https://korp.csc.fi/#?stats_reduce=word&cqp=%5B_.text_sect%20%3D%20%22%22%5D&corpus=s24&search_tab=2&sort=random&random_seed=5344467&hpp=1000&search=cqp%7C%5B_.text_sect%20%3D%20%22Terveys%22%5D","corpus=S24; cqp=[_.text_sect = ""Terveys""]; defaultcontext=1 sentence; defaultwithin=sentence; sort=random; start=0; end=999"
"492","S24","  Itseäni ihmetyttää , milloin te opiskelijahierojat jotain asiakashieronnoissa opitte aivan alun jälkeen kun koskaan kukaan ohjaaja ei teitä niissä ohjaa .","() () itse ihmetyttää , milloin sinä opiskelijahieroja jokin asiakashieronta oppia aivan alku jälkeen kun koskaan kukaan ohjaaja ei tee se ohja .","Hierojakoulu (RAHASTUSTA)","14.4.2013","19:45","Terveys","Hieronta","Maksava asiakas","4059204","http://keskustelu.suomi24.fi/t/11408375#comment-61062599","http://keskustelu.suomi24.fi/t/11408375","CC BY-NC (CLARIN PUB)","2019-03-02 16:02:30","8851905","https://korp.csc.fi/#?stats_reduce=word&cqp=%5B_.text_sect%20%3D%20%22%22%5D&corpus=s24&search_tab=2&sort=random&random_seed=5344467&hpp=1000&search=cqp%7C%5B_.text_sect%20%3D%20%22Terveys%22%5D","corpus=S24; cqp=[_.text_sect = ""Terveys""]; defaultcontext=1 sentence; defaultwithin=sentence; sort=random; start=0; end=999"
"493","S24","  Voit tilata iHerbistä elintarvikkeita ja lisäravinteita ( ALV 14% ) verottomasti maksimissaan 35 , 7 euron edestä eli noin 46 , 2 dollarilla .","() () voida tilata iHerbistä elintarvike ja lisäravinne ( ALV 14% ) vero maksimi 35 , 7 euro edestä eli tuo 46 , 2 dollari .","iHerb ja tulli, vinkkejä uusille asiakkaille","16.12.2014","04:00","Terveys","Vitamiinit","huom.","471644","http://keskustelu.suomi24.fi/t/13125303#comment-75237021","http://keskustelu.suomi24.fi/t/13125303","CC BY-NC (CLARIN PUB)","2019-03-02 16:02:30","8851905","https://korp.csc.fi/#?stats_reduce=word&cqp=%5B_.text_sect%20%3D%20%22%22%5D&corpus=s24&search_tab=2&sort=random&random_seed=5344467&hpp=1000&search=cqp%7C%5B_.text_sect%20%3D%20%22Terveys%22%5D","corpus=S24; cqp=[_.text_sect = ""Terveys""]; defaultcontext=1 sentence; defaultwithin=sentence; sort=random; start=0; end=999"
"494","S24","Tänään tullut syötyä 60% rasvaa koko päivän safkoista .","tänään tulla syödä 60% rasva koko päivä safka .","Hoikat, mitä syötte?","7.11.2013","19:28","Terveys","Lihavuus","174","186559","http://keskustelu.suomi24.fi/t/3957737#comment-64417430","http://keskustelu.suomi24.fi/t/3957737","CC BY-NC (CLARIN PUB)","2019-03-02 16:02:30","8851905","https://korp.csc.fi/#?stats_reduce=word&cqp=%5B_.text_sect%20%3D%20%22%22%5D&corpus=s24&search_tab=2&sort=random&random_seed=5344467&hpp=1000&search=cqp%7C%5B_.text_sect%20%3D%20%22Terveys%22%5D","corpus=S24; cqp=[_.text_sect = ""Terveys""]; defaultcontext=1 sentence; defaultwithin=sentence; sort=random; start=0; end=999"
"495","S24","Esimerkiksi aikuiskoulutuspuolella etäopiskelu + muutama lähipäivä ei ole yhtä raadollista koulumaailmaa .","esimerkiksi aikuiskoulutuspuoli etäopiskelu + muutama lähipäivä ei olla yhtä raadollinen koulumaailma .","sossun tuella loppuelämä???","23.5.2014","10:24","Terveys","Masennus","erakko","4783541","http://keskustelu.suomi24.fi/t/12091079#comment-67946967","http://keskustelu.suomi24.fi/t/12091079","CC BY-NC (CLARIN PUB)","2019-03-02 16:02:30","8851905","https://korp.csc.fi/#?stats_reduce=word&cqp=%5B_.text_sect%20%3D%20%22%22%5D&corpus=s24&search_tab=2&sort=random&random_seed=5344467&hpp=1000&search=cqp%7C%5B_.text_sect%20%3D%20%22Terveys%22%5D","corpus=S24; cqp=[_.text_sect = ""Terveys""]; defaultcontext=1 sentence; defaultwithin=sentence; sort=random; start=0; end=999"
"496","S24","Kyllä se siitä taas helpottaa jossain vaiheessa .","kyllä se se taas helpottaa jokin vaihe .","Buhuu ""uhrit""","27.11.2011","23:44","Terveys","Kaksisuuntainen mielialahäiriö","BipoPÄÄÄÄ","8506575","http://keskustelu.suomi24.fi/t/10227086#comment-52360937","http://keskustelu.suomi24.fi/t/10227086","CC BY-NC (CLARIN PUB)","2019-03-02 16:02:30","8851905","https://korp.csc.fi/#?stats_reduce=word&cqp=%5B_.text_sect%20%3D%20%22%22%5D&corpus=s24&search_tab=2&sort=random&random_seed=5344467&hpp=1000&search=cqp%7C%5B_.text_sect%20%3D%20%22Terveys%22%5D","corpus=S24; cqp=[_.text_sect = ""Terveys""]; defaultcontext=1 sentence; defaultwithin=sentence; sort=random; start=0; end=999"
"497","S24","Että kyllä se vanhemman narsismi voi vaikuttaa hyvinkin pitkälle suvussa ...","että kyllä se vanha narsismi voida vaikuttaa hyvin pitkälle suku ...","Vain narsistin suosikkilapsi kärsii","25.11.2014","14:38","Terveys","Narsismi","","1247699","http://keskustelu.suomi24.fi/t/12988437#comment-74092314","http://keskustelu.suomi24.fi/t/12988437","CC BY-NC (CLARIN PUB)","2019-03-02 16:02:30","8851905","https://korp.csc.fi/#?stats_reduce=word&cqp=%5B_.text_sect%20%3D%20%22%22%5D&corpus=s24&search_tab=2&sort=random&random_seed=5344467&hpp=1000&search=cqp%7C%5B_.text_sect%20%3D%20%22Terveys%22%5D","corpus=S24; cqp=[_.text_sect = ""Terveys""]; defaultcontext=1 sentence; defaultwithin=sentence; sort=random; start=0; end=999"
"498","S24","Siinä on vain se juttu , että jos tuota vuosiakin käytät , niin sitten kun lopetat niin saattaa olla , että letti tippuu käsittelyalueelta hyvinkin nopeasti ja lopputulos olla jopa huonompi kuin ennen tuota ainetta .","se olla vain se juttu , että jos tuo vuosi käyttää , niin sitten kun lopettaa niin saattaa olla , että letti tippua käsittelyalue hyvin nopeasti ja lopputulos olla jopa huono kuin ennen tuo aine .","Miesten kaljun alun peitto","5.5.2013","10:22","Terveys","Hiusten lähtö","asiat asioina.","8367559","http://keskustelu.suomi24.fi/t/11406961#comment-61391788","http://keskustelu.suomi24.fi/t/11406961","CC BY-NC (CLARIN PUB)","2019-03-02 16:02:30","8851905","https://korp.csc.fi/#?stats_reduce=word&cqp=%5B_.text_sect%20%3D%20%22%22%5D&corpus=s24&search_tab=2&sort=random&random_seed=5344467&hpp=1000&search=cqp%7C%5B_.text_sect%20%3D%20%22Terveys%22%5D","corpus=S24; cqp=[_.text_sect = ""Terveys""]; defaultcontext=1 sentence; defaultwithin=sentence; sort=random; start=0; end=999"
"499","S24","HI-viruksen genomi on sekvenssoitu jo v. 1985. Osaatko lukea Nature-lehteä : Nature 313 ( 6000 ) : 277–84 siellä luemma on .","HI-virus genomi olla sekvenssoitu jo v. 1985. osata lukea Nature-lehteä : Nature 313 ( 6000 ) : 277–84 siellä luemma olla .","HIV-virusta ei ole olemassa","11.11.2012","23:06","Terveys","Pandemiat","KATin haamu","3535303","http://keskustelu.suomi24.fi/t/11038864#comment-58278460","http://keskustelu.suomi24.fi/t/11038864","CC BY-NC (CLARIN PUB)","2019-03-02 16:02:30","8851905","https://korp.csc.fi/#?stats_reduce=word&cqp=%5B_.text_sect%20%3D%20%22%22%5D&corpus=s24&search_tab=2&sort=random&random_seed=5344467&hpp=1000&search=cqp%7C%5B_.text_sect%20%3D%20%22Terveys%22%5D","corpus=S24; cqp=[_.text_sect = ""Terveys""]; defaultcontext=1 sentence; defaultwithin=sentence; sort=random; start=0; end=999"
"500","S24"," ja 3.hormonikierukka menossa 1. kierukan aikana kuukautiset tuli harvoin ja vuotoongelmat katosi , 2. ja 3. kierukan aikana kuukautiset olemattomat , 45v iässä yksi talvi hikoilua , senjälkeen ei juuri oireita , sydäntykytyksiin auttoi magnesium päivittäin .","() ja 3.hormonikierukka meno 1. kierukka aika kuukautinen tulla harvoin ja vuotoongelma kadota , 2. ja 3. kierukka aika kuukautinen olla , 45v ikä yksi talvi hikoilu , senjälkeen ei juuri oire , sydäntykytys auttaa magnesium päivittäin .","kauanko tätä h.vetin","8.9.2008","23:21","Terveys","Vaihdevuodet","kohta55v","9822881","http://keskustelu.suomi24.fi/t/6202407#comment-32623516","http://keskustelu.suomi24.fi/t/6202407","CC BY-NC (CLARIN PUB)","2019-03-02 16:02:30","8851905","https://korp.csc.fi/#?stats_reduce=word&cqp=%5B_.text_sect%20%3D%20%22%22%5D&corpus=s24&search_tab=2&sort=random&random_seed=5344467&hpp=1000&search=cqp%7C%5B_.text_sect%20%3D%20%22Terveys%22%5D","corpus=S24; cqp=[_.text_sect = ""Terveys""]; defaultcontext=1 sentence; defaultwithin=sentence; sort=random; start=0; end=999"
"501","S24","Nykypäivänä naisen on jaksettava ja pystyttävä tasaiseen tahtiin suoriutumaan ympäristön vaatimukista , jottei leimautuisi epäkelvoksi , hyödyttömäksi , epäsosiaaliseksi luuseriksi .","nykypäivä nainen olla jaksaa ja pystyä tasainen tahti suoriutua ympäristö vaatimukista , jottaei leimautua epäkelpo , hyödytön , epäsosiaalinen luuseri .","Vaihdevuodetko sairaus","14.4.2014","15:17","Terveys","Vaihdevuodet","HorMonika","8546270","http://keskustelu.suomi24.fi/t/12184996#comment-67275202","http://keskustelu.suomi24.fi/t/12184996","CC BY-NC (CLARIN PUB)","2019-03-02 16:02:30","8851905","https://korp.csc.fi/#?stats_reduce=word&cqp=%5B_.text_sect%20%3D%20%22%22%5D&corpus=s24&search_tab=2&sort=random&random_seed=5344467&hpp=1000&search=cqp%7C%5B_.text_sect%20%3D%20%22Terveys%22%5D","corpus=S24; cqp=[_.text_sect = ""Terveys""]; defaultcontext=1 sentence; defaultwithin=sentence; sort=random; start=0; end=999"
"502","S24","Asia vaivaa todella paljon ja estää minua ottamasta kontaktia naisiin .","asia vaivata todella paljon ja estää minä ottaa kontakti nainen .","Galluppia!","19.10.2011","00:24","Terveys","Yksinäisyys","657898780","4143302","http://keskustelu.suomi24.fi/t/10190974#comment-51732180","http://keskustelu.suomi24.fi/t/10190974","CC BY-NC (CLARIN PUB)","2019-03-02 16:02:30","8851905","https://korp.csc.fi/#?stats_reduce=word&cqp=%5B_.text_sect%20%3D%20%22%22%5D&corpus=s24&search_tab=2&sort=random&random_seed=5344467&hpp=1000&search=cqp%7C%5B_.text_sect%20%3D%20%22Terveys%22%5D","corpus=S24; cqp=[_.text_sect = ""Terveys""]; defaultcontext=1 sentence; defaultwithin=sentence; sort=random; start=0; end=999"
"503","S24","ja olenkin päättänyt etten lue enää yhtäkään kommenttia tästä lääkkeestä , vain tätä ketjua käyn seuraamassa .. =)","ja olla päättää ettäei lukea enää yksi kommentti tämä lääke , vain tämä ketju käydä seurata .. =)","kokemuksia venlafaxiinista?","7.5.2009","16:21","Terveys","Paniikkihäiriö","tän ketjun aloittaja","8406748","http://keskustelu.suomi24.fi/t/8109173#comment-37694721","http://keskustelu.suomi24.fi/t/8109173","CC BY-NC (CLARIN PUB)","2019-03-02 16:02:30","8851905","https://korp.csc.fi/#?stats_reduce=word&cqp=%5B_.text_sect%20%3D%20%22%22%5D&corpus=s24&search_tab=2&sort=random&random_seed=5344467&hpp=1000&search=cqp%7C%5B_.text_sect%20%3D%20%22Terveys%22%5D","corpus=S24; cqp=[_.text_sect = ""Terveys""]; defaultcontext=1 sentence; defaultwithin=sentence; sort=random; start=0; end=999"
"504","S24","Vasta sen jälkeen Hän antaa meille Pyhän Hengen lahjana voimaksi palvelustyöhön ja jatkamaan taivasmatkaa Pyhään taivaalliseen Jerusalemiin yhdessä Adonai Yeshuan kanssa !","vasta se jälkeen hän antaa minä pyhä henki lahja voida palvelustyö ja jatkaa taivasmatka pyhä taivaallinen Jerusalem yhdessä Adonai Yeshuan kanssa !","25v juoppo","17.6.2012","23:31","Terveys","Alkoholi","","4861681","http://keskustelu.suomi24.fi/t/10714893#comment-55732559","http://keskustelu.suomi24.fi/t/10714893","CC BY-NC (CLARIN PUB)","2019-03-02 16:02:30","8851905","https://korp.csc.fi/#?stats_reduce=word&cqp=%5B_.text_sect%20%3D%20%22%22%5D&corpus=s24&search_tab=2&sort=random&random_seed=5344467&hpp=1000&search=cqp%7C%5B_.text_sect%20%3D%20%22Terveys%22%5D","corpus=S24; cqp=[_.text_sect = ""Terveys""]; defaultcontext=1 sentence; defaultwithin=sentence; sort=random; start=0; end=999"
"505","S24","Koska , ei se perse tule puhtaaksi pienellä pesu käynillä .","koska , ei se perse tulla puhdas pieni pesu käynillä .","Mieheni","5.2.2014","17:40","Terveys","Yleistä terveydestä","Käyttäispesusientä","3573847","http://keskustelu.suomi24.fi/t/11061527#comment-66041069","http://keskustelu.suomi24.fi/t/11061527","CC BY-NC (CLARIN PUB)","2019-03-02 16:02:30","8851905","https://korp.csc.fi/#?stats_reduce=word&cqp=%5B_.text_sect%20%3D%20%22%22%5D&corpus=s24&search_tab=2&sort=random&random_seed=5344467&hpp=1000&search=cqp%7C%5B_.text_sect%20%3D%20%22Terveys%22%5D","corpus=S24; cqp=[_.text_sect = ""Terveys""]; defaultcontext=1 sentence; defaultwithin=sentence; sort=random; start=0; end=999"
"506","S24","On turha kiirehtiä näissä asioissa , koska voi olla , että jos ajattelee , että mitäs noista , tässä vaan mennään ja sillä siisti - niin voi olla hyvinkin , että joskus tulevaisuudessa yhtä äkkiä saakin eteensä kaiken sen elämättömän surutyön , jonka laukaisijana voi toimia uusi suru .","olla turha kiirehtiä tämä asia , koska voida olla , että jos ajatella , että mikä noki , tämä vaan mennä ja se siistiä - niin voida olla hyvin , että joskus tulevaisuus yhtä äkkiä saada eteen kaikki se elämä surutyö , joka laukaisija voida toimia uusi suru .","LÖYDÄNKÖ VOIMAA 2","3.5.2012","10:04","Terveys","Kuolema ja suru","","2300809","http://keskustelu.suomi24.fi/t/10624094#comment-54991642","http://keskustelu.suomi24.fi/t/10624094","CC BY-NC (CLARIN PUB)","2019-03-02 16:02:30","8851905","https://korp.csc.fi/#?stats_reduce=word&cqp=%5B_.text_sect%20%3D%20%22%22%5D&corpus=s24&search_tab=2&sort=random&random_seed=5344467&hpp=1000&search=cqp%7C%5B_.text_sect%20%3D%20%22Terveys%22%5D","corpus=S24; cqp=[_.text_sect = ""Terveys""]; defaultcontext=1 sentence; defaultwithin=sentence; sort=random; start=0; end=999"
"507","S24",""" Taisit lukea huolimattomasti , normaali peruskipulääkitys tekonivelleikkauksen jälkeen on Burana ja Panacod joka on jo aika hevi setti kun molempia käytetään maksimiannostuksella .",""" taitaa lukea huolimattomasti , normaali peruskipulääkitys tekonivelleikkaus jälkeen olla Burana ja Panacod joka olla jo aika hevi setti kun molempi käyttää maksimiannostus .","Polven tekonivelleikkauksen jälkeinen kipu","19.4.2014","09:27","Terveys","Tuki- ja liikuntaelinsairaudet","Teräspolvi","3286566","http://keskustelu.suomi24.fi/t/6297069#comment-67358538","http://keskustelu.suomi24.fi/t/6297069","CC BY-NC (CLARIN PUB)","2019-03-02 16:02:30","8851905","https://korp.csc.fi/#?stats_reduce=word&cqp=%5B_.text_sect%20%3D%20%22%22%5D&corpus=s24&search_tab=2&sort=random&random_seed=5344467&hpp=1000&search=cqp%7C%5B_.text_sect%20%3D%20%22Terveys%22%5D","corpus=S24; cqp=[_.text_sect = ""Terveys""]; defaultcontext=1 sentence; defaultwithin=sentence; sort=random; start=0; end=999"
