"hit number","corpus","tokens","lemmas","text_title","text_date","text_time","text_sect","text_sub","text_user","sentence_id","text_urlmsg","text_urlboard","licence","date","total hits","Korp URL","params"
"620","S24",""" Tietääkseni Quarum oli ensimmäinen Vm yritys Suomessa "" Hei - jos "" tietopohja "" on noin ällistyttävän pahasti päin peetä , ei ehkä kannattaisi sitä täällä julistaa .",""" tietää Quarum olla ensimmäinen Vm yritys Suomi "" hei - jos "" tietopohja "" olla tuo ällistyttää pahasti päin pee , ei ehkä kannattaa se täällä julistaa .","Mitä Verkostomarkkinointeja on  ja on ollut","8.10.2014","08:52","Talous","Verkostomarkkinointi","Hoh,hoh,hoh","2050826","http://keskustelu.suomi24.fi/t/12675716#comment-71466977","http://keskustelu.suomi24.fi/t/12675716","CC BY-NC (CLARIN PUB)","2019-03-02 16:12:30","3930858","https://korp.csc.fi/#?stats_reduce=word&cqp=%5B_.text_sect%20%3D%20%22%22%5D&corpus=s24&search_tab=2&sort=random&random_seed=5344467&hpp=1000&search=cqp%7C%5B_.text_sect%20%3D%20%22Talous%22%5D","corpus=S24; cqp=[_.text_sect = ""Talous""]; defaultcontext=1 sentence; defaultwithin=sentence; sort=random; start=0; end=999"
"621","S24","Juopoilla ei ole huolta huomisesta , kyllä sossu huolen pitää .","juoppo ei olla huoli huominen , kyllä sossu huoli pitää .","Velat ulosotossa","2.1.2012","18:26","Talous","Lainat ja velka","i.e","7874332","http://keskustelu.suomi24.fi/t/10341922#comment-52911424","http://keskustelu.suomi24.fi/t/10341922","CC BY-NC (CLARIN PUB)","2019-03-02 16:12:30","3930858","https://korp.csc.fi/#?stats_reduce=word&cqp=%5B_.text_sect%20%3D%20%22%22%5D&corpus=s24&search_tab=2&sort=random&random_seed=5344467&hpp=1000&search=cqp%7C%5B_.text_sect%20%3D%20%22Talous%22%5D","corpus=S24; cqp=[_.text_sect = ""Talous""]; defaultcontext=1 sentence; defaultwithin=sentence; sort=random; start=0; end=999"
"622","S24","Seksikkäitä tappajia Onhan se tosi seksikästä , kun sellainen nuori motokuski hävittää lintujen ja muidenkin metsän eläinten pesät ja poikaset .","seksikäs tappaja olla se tosi seksikäs , kun sellainen nuori motokuski hävittää lintu ja muu metsä eläin pesä ja poikanen .","Seksikkäin ammatti","8.6.2007","18:01","Talous","Metsäkoneet","Kiduttaja","1004063","http://keskustelu.suomi24.fi/t/4465827#comment-23787831","http://keskustelu.suomi24.fi/t/4465827","CC BY-NC (CLARIN PUB)","2019-03-02 16:12:30","3930858","https://korp.csc.fi/#?stats_reduce=word&cqp=%5B_.text_sect%20%3D%20%22%22%5D&corpus=s24&search_tab=2&sort=random&random_seed=5344467&hpp=1000&search=cqp%7C%5B_.text_sect%20%3D%20%22Talous%22%5D","corpus=S24; cqp=[_.text_sect = ""Talous""]; defaultcontext=1 sentence; defaultwithin=sentence; sort=random; start=0; end=999"
"623","S24","Kuitenkin toistakymmentävuotta työelämässä ollut ja omalla eläkkeellä ei sitten pärjääkään !","kuitenkin toistakymmentävuotta työelämä olla ja oma eläke ei sitten pärjätä !","Leskiltäkö eläkkeet pois?!","14.5.2014","13:06","Talous","Eläkesäästäminen","ölöäläöl","2090249","http://keskustelu.suomi24.fi/t/11150176#comment-67800782","http://keskustelu.suomi24.fi/t/11150176","CC BY-NC (CLARIN PUB)","2019-03-02 16:12:30","3930858","https://korp.csc.fi/#?stats_reduce=word&cqp=%5B_.text_sect%20%3D%20%22%22%5D&corpus=s24&search_tab=2&sort=random&random_seed=5344467&hpp=1000&search=cqp%7C%5B_.text_sect%20%3D%20%22Talous%22%5D","corpus=S24; cqp=[_.text_sect = ""Talous""]; defaultcontext=1 sentence; defaultwithin=sentence; sort=random; start=0; end=999"
"624","S24","Kerroit juuri millaisia tyypilliset klapien ostajat ovat ja samaan tulokseen olen itse tullut .","kertoa juuri millainen tyypillinen klapi ostaja olla ja sama tulos olla itse tulla .","Polttopuuta myydään liian halvalla..!!!","24.7.2013","12:57","Talous","Metsänhoito","kiintiö täynnä","1361812","http://keskustelu.suomi24.fi/t/7044891#comment-62637111","http://keskustelu.suomi24.fi/t/7044891","CC BY-NC (CLARIN PUB)","2019-03-02 16:12:30","3930858","https://korp.csc.fi/#?stats_reduce=word&cqp=%5B_.text_sect%20%3D%20%22%22%5D&corpus=s24&search_tab=2&sort=random&random_seed=5344467&hpp=1000&search=cqp%7C%5B_.text_sect%20%3D%20%22Talous%22%5D","corpus=S24; cqp=[_.text_sect = ""Talous""]; defaultcontext=1 sentence; defaultwithin=sentence; sort=random; start=0; end=999"
"625","S24","Stroing sanoi että asianomistajia on yhteensä 106. Ja varmasti on monia jotka eivät ole tehneet asialle mitään .","Stroing sanoa että asianomistaja olla yhteensä 106. ja varmasti olla moni joka ei olla tehdä asia mikään .","Mottimarket Oy","28.2.2014","14:01","Talous","Kuluttajansuoja","espoo","4113257","http://keskustelu.suomi24.fi/t/11652402#comment-66470237","http://keskustelu.suomi24.fi/t/11652402","CC BY-NC (CLARIN PUB)","2019-03-02 16:12:30","3930858","https://korp.csc.fi/#?stats_reduce=word&cqp=%5B_.text_sect%20%3D%20%22%22%5D&corpus=s24&search_tab=2&sort=random&random_seed=5344467&hpp=1000&search=cqp%7C%5B_.text_sect%20%3D%20%22Talous%22%5D","corpus=S24; cqp=[_.text_sect = ""Talous""]; defaultcontext=1 sentence; defaultwithin=sentence; sort=random; start=0; end=999"
"626","S24","Noniin ja nyt tuli JOOOOONAKSELTA sähköpostiin vastaus mun peruutuksesta : Hi xxxx Thank you for your mail .","Noniin ja nyt tulla JOOOOONAKSELTA sähköposti vastaus mä peruutus : hi xxxx Thank you for your mail .","COREXIN ja Tanskalainen nettifirma Helsecaredk VAROITUS !!","20.4.2012","16:16","Talous","Shoppailu","pimee","4311664","http://keskustelu.suomi24.fi/t/9963079#comment-54783022","http://keskustelu.suomi24.fi/t/9963079","CC BY-NC (CLARIN PUB)","2019-03-02 16:12:30","3930858","https://korp.csc.fi/#?stats_reduce=word&cqp=%5B_.text_sect%20%3D%20%22%22%5D&corpus=s24&search_tab=2&sort=random&random_seed=5344467&hpp=1000&search=cqp%7C%5B_.text_sect%20%3D%20%22Talous%22%5D","corpus=S24; cqp=[_.text_sect = ""Talous""]; defaultcontext=1 sentence; defaultwithin=sentence; sort=random; start=0; end=999"
"627","S24","lainaa 6% omarahoituksella , n. 3x nettotulojen verran .","laina 6% omarahoitus , n. 3x nettotulo verran .","Asuntolainat juuri nyt (100 %)","3.7.2013","17:03","Talous","Lainat ja velka","KKHS","3260163","http://keskustelu.suomi24.fi/t/11165322#comment-62285509","http://keskustelu.suomi24.fi/t/11165322","CC BY-NC (CLARIN PUB)","2019-03-02 16:12:30","3930858","https://korp.csc.fi/#?stats_reduce=word&cqp=%5B_.text_sect%20%3D%20%22%22%5D&corpus=s24&search_tab=2&sort=random&random_seed=5344467&hpp=1000&search=cqp%7C%5B_.text_sect%20%3D%20%22Talous%22%5D","corpus=S24; cqp=[_.text_sect = ""Talous""]; defaultcontext=1 sentence; defaultwithin=sentence; sort=random; start=0; end=999"
"628","S24","Näin SUURI riskistä paskalappua harvoin näkee !","näin suuri riskinen paskalappu harvoin nähdä !","AxoGamesin osakeanti","3.9.2014","11:36","Talous","Osakevinkit","NOWAY-","3346776","http://keskustelu.suomi24.fi/t/12467021#comment-69680849","http://keskustelu.suomi24.fi/t/12467021","CC BY-NC (CLARIN PUB)","2019-03-02 16:12:30","3930858","https://korp.csc.fi/#?stats_reduce=word&cqp=%5B_.text_sect%20%3D%20%22%22%5D&corpus=s24&search_tab=2&sort=random&random_seed=5344467&hpp=1000&search=cqp%7C%5B_.text_sect%20%3D%20%22Talous%22%5D","corpus=S24; cqp=[_.text_sect = ""Talous""]; defaultcontext=1 sentence; defaultwithin=sentence; sort=random; start=0; end=999"
"629","S24","Joskus toimitukset on viipyneet pidempään ellei tuotetta ole ollut "" varastossa "" mutta perillä ne on aina saapuneet ja pääsääntöisesti vielä säädyllisessä ajassa .","joskus toimitus olla viipyä pitkä josei tuote olla olla "" varasto "" mutta perillä se olla aina saapua ja pääsääntöisesti vielä säädyllinen aika .","Lahjahuuto.fi","24.4.2014","02:06","Talous","Huutokaupat ja nettihuutokaupat","Nyk lahjanhuutaja","2073007","http://keskustelu.suomi24.fi/t/11271976#comment-67439402","http://keskustelu.suomi24.fi/t/11271976","CC BY-NC (CLARIN PUB)","2019-03-02 16:12:30","3930858","https://korp.csc.fi/#?stats_reduce=word&cqp=%5B_.text_sect%20%3D%20%22%22%5D&corpus=s24&search_tab=2&sort=random&random_seed=5344467&hpp=1000&search=cqp%7C%5B_.text_sect%20%3D%20%22Talous%22%5D","corpus=S24; cqp=[_.text_sect = ""Talous""]; defaultcontext=1 sentence; defaultwithin=sentence; sort=random; start=0; end=999"
"630","S24","Onneksi aloin tutkia asiaa ja löysin kirjoitukset teidän muiden kokemuksista .","onneksi alkaa tutkia asia ja löytää kirjoitus sinä muu kokemus .","Healthzone","22.2.2012","23:23","Talous","Kuluttajansuoja","einiinhoikka","4104415","http://keskustelu.suomi24.fi/t/10075811#comment-53815655","http://keskustelu.suomi24.fi/t/10075811","CC BY-NC (CLARIN PUB)","2019-03-02 16:12:30","3930858","https://korp.csc.fi/#?stats_reduce=word&cqp=%5B_.text_sect%20%3D%20%22%22%5D&corpus=s24&search_tab=2&sort=random&random_seed=5344467&hpp=1000&search=cqp%7C%5B_.text_sect%20%3D%20%22Talous%22%5D","corpus=S24; cqp=[_.text_sect = ""Talous""]; defaultcontext=1 sentence; defaultwithin=sentence; sort=random; start=0; end=999"
"631","S24","- OP kultaluotto meni auton käsirahan maksuun kun piti saada opiskelujen jälkeen ensimmäinen auto ilman että oli lanttiakaan omia säästöjä tai vaihtoautoa .","- OP kultaluotto mennä auto käsiraha maksu kun pitää saada opiskelu jälkeen ensimmäinen auto ilman että olla lantti oma säästö tai vaihtoauto .","Velanmaksun päiväkirja, käytännön esimerkki","5.12.2013","12:11","Talous","Lainat ja velka","","3251545","http://keskustelu.suomi24.fi/t/11901449#comment-64910864","http://keskustelu.suomi24.fi/t/11901449","CC BY-NC (CLARIN PUB)","2019-03-02 16:12:30","3930858","https://korp.csc.fi/#?stats_reduce=word&cqp=%5B_.text_sect%20%3D%20%22%22%5D&corpus=s24&search_tab=2&sort=random&random_seed=5344467&hpp=1000&search=cqp%7C%5B_.text_sect%20%3D%20%22Talous%22%5D","corpus=S24; cqp=[_.text_sect = ""Talous""]; defaultcontext=1 sentence; defaultwithin=sentence; sort=random; start=0; end=999"
"632","S24","I want to rent my apartment to some nice and responsible persons , so I would like to know more details about yourself : How old are you , if you are married , if you have a pet , if you have a car , occupation etc. .","I want to rent my apartment to some nice and responsible persons , so I would like to know more details about yourself : How old are you , if you are married , if you have a pet , if you have a car , occupation etc. .","Tori.fi  huijausta","27.9.2012","13:02","Talous","Kirpputorit","Einiintyhmä","2112485","http://keskustelu.suomi24.fi/t/10312502#comment-57463974","http://keskustelu.suomi24.fi/t/10312502","CC BY-NC (CLARIN PUB)","2019-03-02 16:12:30","3930858","https://korp.csc.fi/#?stats_reduce=word&cqp=%5B_.text_sect%20%3D%20%22%22%5D&corpus=s24&search_tab=2&sort=random&random_seed=5344467&hpp=1000&search=cqp%7C%5B_.text_sect%20%3D%20%22Talous%22%5D","corpus=S24; cqp=[_.text_sect = ""Talous""]; defaultcontext=1 sentence; defaultwithin=sentence; sort=random; start=0; end=999"
"633","S24","Ei henkilötakauksen tehnyt ihminen ala saamaan pelkkiä tekstiviestejä pankilta , kyllä se joutuu ihan kirjeen lähettään , miten pankki muuten pystyy todistaan , että ovat antaneet tiedoksi .","ei henkilötakaus tehdä ihminen alkaa saada pelkkä tekstiviesti pankki , kyllä se joutua ihan kirje lähettään , miten pankki muuten pystyä todistaan , että olla antaa tieto .","s-pankki ilmoittelee","1.10.2014","19:43","Talous","Pankit","Outoa on mutta","4195890","http://keskustelu.suomi24.fi/t/12624944#comment-71130104","http://keskustelu.suomi24.fi/t/12624944","CC BY-NC (CLARIN PUB)","2019-03-02 16:12:30","3930858","https://korp.csc.fi/#?stats_reduce=word&cqp=%5B_.text_sect%20%3D%20%22%22%5D&corpus=s24&search_tab=2&sort=random&random_seed=5344467&hpp=1000&search=cqp%7C%5B_.text_sect%20%3D%20%22Talous%22%5D","corpus=S24; cqp=[_.text_sect = ""Talous""]; defaultcontext=1 sentence; defaultwithin=sentence; sort=random; start=0; end=999"
"634","S24","Ei ole mitään laitointa tai YLIHINTAISTA skeidaa .","ei olla mikään laitointa tai ylihintainen skeida .","Wellstar-huijaus","27.11.2014","11:46","Talous","Verkostomarkkinointi","Ihan jees meininki","2055076","http://keskustelu.suomi24.fi/t/12539243#comment-74193465","http://keskustelu.suomi24.fi/t/12539243","CC BY-NC (CLARIN PUB)","2019-03-02 16:12:30","3930858","https://korp.csc.fi/#?stats_reduce=word&cqp=%5B_.text_sect%20%3D%20%22%22%5D&corpus=s24&search_tab=2&sort=random&random_seed=5344467&hpp=1000&search=cqp%7C%5B_.text_sect%20%3D%20%22Talous%22%5D","corpus=S24; cqp=[_.text_sect = ""Talous""]; defaultcontext=1 sentence; defaultwithin=sentence; sort=random; start=0; end=999"
"635","S24","Se vaan on jännä että sossujen mielestä viljelijän ei kuuluisi saada omasta työstään palkkaa , mutta kun käännetään asia niin että renki tekee työt , niin heti sille pitää sossujenkin mukaan maksaa kunnon palkaa , eikä mitään 7 euroo/ tunti .","se vaan olla jännä että sossu mieli viljelijä ei kuulua saada oma työ palkka , mutta kun kääntää asia niin että renki tehdä työ , niin heti se pitää sossujenkki mukaan maksaa kunnon palkaa , ei mikään 7 euroo/ tunti .","Paljonko?","27.10.2008","10:16","Talous","Maataloustuki","P.Ölvästi","1008746","http://keskustelu.suomi24.fi/t/6401257#comment-33582411","http://keskustelu.suomi24.fi/t/6401257","CC BY-NC (CLARIN PUB)","2019-03-02 16:12:30","3930858","https://korp.csc.fi/#?stats_reduce=word&cqp=%5B_.text_sect%20%3D%20%22%22%5D&corpus=s24&search_tab=2&sort=random&random_seed=5344467&hpp=1000&search=cqp%7C%5B_.text_sect%20%3D%20%22Talous%22%5D","corpus=S24; cqp=[_.text_sect = ""Talous""]; defaultcontext=1 sentence; defaultwithin=sentence; sort=random; start=0; end=999"
"636","S24","Sinänsä , tämä cluso-puppu pitää palstan perverssillä tavalla mielenkiintoisena .","sinänsä , tämä cluso-puppu pitää palsta perverssi tapa mielenkiintoinen .","Jouni Laiho mokasi koko homman!","4.3.2009","23:58","Talous","Verkostomarkkinointi","TTVK RY","2046671","http://keskustelu.suomi24.fi/t/6918567#comment-36350042","http://keskustelu.suomi24.fi/t/6918567","CC BY-NC (CLARIN PUB)","2019-03-02 16:12:30","3930858","https://korp.csc.fi/#?stats_reduce=word&cqp=%5B_.text_sect%20%3D%20%22%22%5D&corpus=s24&search_tab=2&sort=random&random_seed=5344467&hpp=1000&search=cqp%7C%5B_.text_sect%20%3D%20%22Talous%22%5D","corpus=S24; cqp=[_.text_sect = ""Talous""]; defaultcontext=1 sentence; defaultwithin=sentence; sort=random; start=0; end=999"
"637","S24","  Huomasin , että S-pankilta oli tullut ilmoitus muutoksista palveluhinnastoon , k o n k r e t i s o i t u n a jotakuinkin näin : Muutoksia palveluhinnastossa Tilin saldo-/tapahtumakysely Ottopisteessä K o r o t a m m e h i n t a a 50% Käteisnosto pankkitililtä Ottopisteessä L u o m m e u u d e n m a k s u n : 5 noston jälkeen veloitamme 1€/nosto Euromääräinen käteisnosto luottotililtä Ottopisteessä tai muussa automaatissa K o r o t a m m e h i n n a n k a k s i n k e r t a i s e k s i ja lisäämme veloitusta noston määrästä 0 , 5% Luottotililtä siirto verkkopankissa K o r o t a m m e h i n n a n k a k s i n k e r t a i s e k s i ja lisäämme veloitusta noston määrästä 0 , 5% Visa Credit tilinhoitomaksu/laskutuspalkkio L u o m m e u u d e n m a k s u n : 2 eur/lasku Kolmas tai sitä useampi S-Etukortti Visa - kortti samalla asiakkaalla L u o m m e u u d e n m a k s u n : Jos taloudessa on enemmän kuin kaksi S-Etukortti Visa –korttia , perimme 2,50 eur kuukaudessa /kortti Näin siis toimii koko kansan S-pankki .","() () huomata , että S-pankki olla tulla ilmoitus muutos palveluhinnasto , k o n k r e t i s o i t u n a jotakuinkin näin : muutos palveluhinnasto tili saldo-/tapahtumakysely ottopiste K o r o t a m m e h i n t a a 50% käteinennosto pankkitili ottopiste L u o m m e u u d e n m a k s u n : 5 nosto jälkeen veloittaa 1€/nosto euromääräinen käteinennosto luottotili ottopiste tai muu automaatti K o r o t a m m e h i n n a n k a k s i n k e r t a i s e k s i ja lisätä veloitus nosto määrä 0 , 5% luottotili siirto verkkopankki K o r o t a m m e h i n n a n k a k s i n k e r t a i s e k s i ja lisätä veloitus nosto määrä 0 , 5% visa Credit tilinhoitomaksu/laskutuspalkkio L u o m m e u u d e n m a k s u n : 2 eur/lasku kolmas tai se useampi S-Etukortti Visa - kortti sama asiakas L u o m m e u u d e n m a k s u n : jos talous olla enemmän kuin kaksi S-Etukortti Visa –korttia , periä 2,50 eur kuukausi /kortti näin siis toimia koko kansa S-pankki .","S-pankin uudet hinnat konkretisoituna","25.11.2014","15:09","Talous","Pankit","168","489676","http://keskustelu.suomi24.fi/t/12995112#comment-74094054","http://keskustelu.suomi24.fi/t/12995112","CC BY-NC (CLARIN PUB)","2019-03-02 16:12:30","3930858","https://korp.csc.fi/#?stats_reduce=word&cqp=%5B_.text_sect%20%3D%20%22%22%5D&corpus=s24&search_tab=2&sort=random&random_seed=5344467&hpp=1000&search=cqp%7C%5B_.text_sect%20%3D%20%22Talous%22%5D","corpus=S24; cqp=[_.text_sect = ""Talous""]; defaultcontext=1 sentence; defaultwithin=sentence; sort=random; start=0; end=999"
"638","S24","Hiehot pitäis totuttaa muutenkin aina ennen poikimista utareittein koetteluun jotta se ei ole ihan vierasta kun ruvetaan lypsään .","hieho pitää totuttaa muuten aina ennen poikia utareittein koettelu jotta se ei olla ihan vieras kun ruveta lypsään .","Poikineen lehmän lypsystä ja vasikan juotosta","8.4.2014","19:38","Talous","Maatilan eläimet","Karjanhoitaja","8056305","http://keskustelu.suomi24.fi/t/12170680#comment-67171909","http://keskustelu.suomi24.fi/t/12170680","CC BY-NC (CLARIN PUB)","2019-03-02 16:12:30","3930858","https://korp.csc.fi/#?stats_reduce=word&cqp=%5B_.text_sect%20%3D%20%22%22%5D&corpus=s24&search_tab=2&sort=random&random_seed=5344467&hpp=1000&search=cqp%7C%5B_.text_sect%20%3D%20%22Talous%22%5D","corpus=S24; cqp=[_.text_sect = ""Talous""]; defaultcontext=1 sentence; defaultwithin=sentence; sort=random; start=0; end=999"
"639","S24","Jos työkyky muuttuu heikommaksi , voi kyseeseen tulla osatyökyvyttömyyseläkkeen muuttaminen täydeksi työkyvyttömyyseläkkeeksi .","jos työkyky muuttua heikko , voida kyse tulla osatyökyvyttömyyseläke muuttaa täysi työkyvyttömyyseläke .","Osatyökyvyttömyyselääkkeltä työkyvyttömyyseläkkeelle","27.9.2012","14:31","Talous","Kysy työeläkkeestä","Halko","7506086","http://keskustelu.suomi24.fi/t/10945778#comment-57465599","http://keskustelu.suomi24.fi/t/10945778","CC BY-NC (CLARIN PUB)","2019-03-02 16:12:30","3930858","https://korp.csc.fi/#?stats_reduce=word&cqp=%5B_.text_sect%20%3D%20%22%22%5D&corpus=s24&search_tab=2&sort=random&random_seed=5344467&hpp=1000&search=cqp%7C%5B_.text_sect%20%3D%20%22Talous%22%5D","corpus=S24; cqp=[_.text_sect = ""Talous""]; defaultcontext=1 sentence; defaultwithin=sentence; sort=random; start=0; end=999"
"640","S24","Harvennuskuviossa on järkevämpää puhdistaa entiset ojat , koska muuten liikkumista ja kasvua hankaloittavia entisiä ja uusia ojia olisi liian paljon","harvennuskuvio olla järkevä puhdistaa entinen oja , koska muuten liikkua ja kasvu hankaloittaa entinen ja uusi oja olla liian paljon","Henkilökohtainen soidensuojelu","18.10.2014","10:54","Talous","Metsänhoito","Ojanraivaaja","1366171","http://keskustelu.suomi24.fi/t/12738825#comment-71998191","http://keskustelu.suomi24.fi/t/12738825","CC BY-NC (CLARIN PUB)","2019-03-02 16:12:30","3930858","https://korp.csc.fi/#?stats_reduce=word&cqp=%5B_.text_sect%20%3D%20%22%22%5D&corpus=s24&search_tab=2&sort=random&random_seed=5344467&hpp=1000&search=cqp%7C%5B_.text_sect%20%3D%20%22Talous%22%5D","corpus=S24; cqp=[_.text_sect = ""Talous""]; defaultcontext=1 sentence; defaultwithin=sentence; sort=random; start=0; end=999"
"641","S24","Lehdessähän aivan oikein puhutaan "" sosiaalisesta sijoittamisesta ja vastuusta "" eli pelastetaan omistajat kiipelistä ja ollaan SOLIDAARISIA .","lehti aivan oikein puhua "" sosiaalinen sijoittaa ja vastuu "" eli pelastaa omistaja kiipeli ja olla solidaarinen .","Elina pankkiiriliike","11.2.2011","22:48","Talous","Eläkesäästäminen","Faijan rahat meni jo","2085836","http://keskustelu.suomi24.fi/t/6094365#comment-48060396","http://keskustelu.suomi24.fi/t/6094365","CC BY-NC (CLARIN PUB)","2019-03-02 16:12:30","3930858","https://korp.csc.fi/#?stats_reduce=word&cqp=%5B_.text_sect%20%3D%20%22%22%5D&corpus=s24&search_tab=2&sort=random&random_seed=5344467&hpp=1000&search=cqp%7C%5B_.text_sect%20%3D%20%22Talous%22%5D","corpus=S24; cqp=[_.text_sect = ""Talous""]; defaultcontext=1 sentence; defaultwithin=sentence; sort=random; start=0; end=999"
"642","S24","Joku kumppanini halusi pistää kaiken ylimääräisen menemään , minä kun olisin tykännyt jättää aina vähän pahan päivän varalle ja niin ettei hirveästi tarvitse sumplia että on johonkin auton korjaukseen tarvittaessa rahaa Nykyinen on onneksi aika samanlainen kuin itse , tykkää että säästöä tulee , muttei silti ole kitupiikki , vaan rahatilanteen mukaan käytetään sitä johonkin niin että kaikki saa jotain .","joku kumppani haluta pistää kaikki ylimääräinen mennä , minä kun olla tykätä jättää aina vähän paha päivä varalle ja niin ettäei hirveästi tarvita sumplia että olla jokin auto korjaus tarvita raha nykyinen olla onneksi aika samanlainen kuin itse , tykätä että säästö tulla , muttaei silti olla kitupiikki , vaan rahatilanne mukaan käyttää se jokin niin että kaikki saada jokin .","Nuuka vai pelkästään veemäinen?","26.10.2013","14:47","Talous","Lainat ja velka","Ihmettelijä2","3264411","http://keskustelu.suomi24.fi/t/11802620#comment-64199736","http://keskustelu.suomi24.fi/t/11802620","CC BY-NC (CLARIN PUB)","2019-03-02 16:12:30","3930858","https://korp.csc.fi/#?stats_reduce=word&cqp=%5B_.text_sect%20%3D%20%22%22%5D&corpus=s24&search_tab=2&sort=random&random_seed=5344467&hpp=1000&search=cqp%7C%5B_.text_sect%20%3D%20%22Talous%22%5D","corpus=S24; cqp=[_.text_sect = ""Talous""]; defaultcontext=1 sentence; defaultwithin=sentence; sort=random; start=0; end=999"
"643","S24","Itse olen myynyt ( harvoin ) ja ostan miltei kaikki vaatteet ja muutakin kirppareilta .","itse olla myydä ( harvoin ) ja ostaa miltei kaikki vaate ja muutakki kirppari .","Kirpputoripitäjät verolle","10.10.2014","15:51","Talous","Verot","jobbarit kuriin!","5160718","http://keskustelu.suomi24.fi/t/12679178#comment-71599973","http://keskustelu.suomi24.fi/t/12679178","CC BY-NC (CLARIN PUB)","2019-03-02 16:12:30","3930858","https://korp.csc.fi/#?stats_reduce=word&cqp=%5B_.text_sect%20%3D%20%22%22%5D&corpus=s24&search_tab=2&sort=random&random_seed=5344467&hpp=1000&search=cqp%7C%5B_.text_sect%20%3D%20%22Talous%22%5D","corpus=S24; cqp=[_.text_sect = ""Talous""]; defaultcontext=1 sentence; defaultwithin=sentence; sort=random; start=0; end=999"
"644","S24","Myös työpaikkani , jossa käyn töissä opiskelujen ohessa ympärivuoden osa-aikaisella sopimuksella , sijaitsee Savonlinnassa , tosin yli 40 kilometriä kaupungin toisella puolella .","myös työpaikka , joka käydä työ opiskelu ohessa ympärivuoden osa-aikainen sopimus , sijaita Savonlinna , tosin yli 40 kilometri kaupunki toinen puoli .","Matkakulut","13.4.2014","12:59","Talous","Kysy verokortista","matkustavaopiskelija","8423189","http://keskustelu.suomi24.fi/t/12173251#comment-67254518","http://keskustelu.suomi24.fi/t/12173251","CC BY-NC (CLARIN PUB)","2019-03-02 16:12:30","3930858","https://korp.csc.fi/#?stats_reduce=word&cqp=%5B_.text_sect%20%3D%20%22%22%5D&corpus=s24&search_tab=2&sort=random&random_seed=5344467&hpp=1000&search=cqp%7C%5B_.text_sect%20%3D%20%22Talous%22%5D","corpus=S24; cqp=[_.text_sect = ""Talous""]; defaultcontext=1 sentence; defaultwithin=sentence; sort=random; start=0; end=999"
"645","S24","Itse olen käynyt kyseisessä paikassa kerran ja voin sanoa , etten toiste mene , ihan vaan sen takia , että ketään ei saa kiinni !","itse olla käydä kyseinen paikka kerta ja voida sanoa , ettäei toiste mennä , ihan vaan se takia , että kukaan ei saada kiinni !","CityDeal: Beauty Salon Sara Helsinki","12.6.2012","22:09","Talous","Shoppailu","Aliina--","4307202","http://keskustelu.suomi24.fi/t/10441951#comment-55651838","http://keskustelu.suomi24.fi/t/10441951","CC BY-NC (CLARIN PUB)","2019-03-02 16:12:30","3930858","https://korp.csc.fi/#?stats_reduce=word&cqp=%5B_.text_sect%20%3D%20%22%22%5D&corpus=s24&search_tab=2&sort=random&random_seed=5344467&hpp=1000&search=cqp%7C%5B_.text_sect%20%3D%20%22Talous%22%5D","corpus=S24; cqp=[_.text_sect = ""Talous""]; defaultcontext=1 sentence; defaultwithin=sentence; sort=random; start=0; end=999"
"646","S24","Osinko-odotukset tukevat vielä kurssia , mutta jos sieltä tulee isohko kertaluonteinen osinko , ilman taetta sen jatkumisesta tulevina vuosina , niin osingon irtoamisen jälkeen osakkeen hinnan putoaminen tullee olemaan raju ja syvä .","osinko-odotus tukea vielä kurssi , mutta jos sieltä tulla isohko kertaluonteinen osinko , ilman tae se jatkua tuleva vuosi , niin osinko irrota jälkeen osake hinta pudota tulla olla raju ja syvä .","Sakkaako Nokia lopullisesti?","25.1.2014","07:24","Talous","Osakevinkit","odottelen rauhassa","3342137","http://keskustelu.suomi24.fi/t/12013557#comment-65821310","http://keskustelu.suomi24.fi/t/12013557","CC BY-NC (CLARIN PUB)","2019-03-02 16:12:30","3930858","https://korp.csc.fi/#?stats_reduce=word&cqp=%5B_.text_sect%20%3D%20%22%22%5D&corpus=s24&search_tab=2&sort=random&random_seed=5344467&hpp=1000&search=cqp%7C%5B_.text_sect%20%3D%20%22Talous%22%5D","corpus=S24; cqp=[_.text_sect = ""Talous""]; defaultcontext=1 sentence; defaultwithin=sentence; sort=random; start=0; end=999"
